Experiment	STML
1.00195305e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.212592125e-08	325500000	18.0	973.9943621720338
1.0018984e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.212446825e-08	325800000	4.0	974.4100549261503
1.0018774249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.212292625e-08	326100000	5.0	974.8257346389811
1.001938e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.212168125e-08	326400000	2.0	975.2414013052121
1.0018493500000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.21201925e-08	326700000	17.0	975.6570549195295
1.0019287249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2118825e-08	327000000	7550.0	976.0726954766209
1.001823175e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.211720625e-08	327300000	6412.0	976.4883229711734
1.0017499e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.211786725e-08	327600000	7168.0	976.9039373978758
1.002130175e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.211539125000001e-08	327900000	29.0	977.3195387514171
1.00193995e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2113437e-08	328200000	42.0	977.7351270264871
1.0019104749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.21118685e-08	328500000	17.0	978.150702217776
1.0019467e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2110076e-08	328800000	22.0	978.5662643199752
1.00191145e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2108733e-08	329100000	9.0	978.9818133277751
1.0019287e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.210765524999999e-08	329400000	16.0	979.3973492358691
1.001890325e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.21062585e-08	329700000	3.0	979.8128720389492
1.0019193e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.210448225e-08	330000000	-4.0	980.2283817317093
1.0017315749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.210404175e-08	330300000	9.0	980.6438783088427
1.001795325e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.210379325e-08	330600000	2.0	981.0593617650451
1.002160525e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.21007095e-08	330900000	5.0	981.4748320950107
1.001901475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.209921375000001e-08	331200000	-2.0	981.8902892934357
1.0019161249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20978565e-08	331500000	-4.0	982.3057333550175
1.0018784e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.209655275e-08	331800000	11.0	982.7211642744523
1.001914225e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.209535175e-08	332100000	11.0	983.1365820464385
1.001858e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.209358475e-08	332400000	10.0	983.5519866656743
1.001965225e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.209249024999999e-08	332700000	-5.0	983.9673781268584
1.0019079749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.209088975e-08	333000000	6.0	984.382756424691
1.001845625e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2089611e-08	333300000	7.0	984.7981215538723
1.0018873250000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.208871025e-08	333600000	-1.0	985.2134735091031
1.0019291e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.208769749999999e-08	333900000	-5.0	985.628812285085
1.0019232000000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2086035e-08	334200000	-1.0	986.0441378765203
1.0018788749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.208478225e-08	334500000	13.0	986.4594502781118
1.0018683e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.208368150000001e-08	334800000	-11.0	986.8747494845628
1.0018912250000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.208264e-08	335100000	40.0	987.2900354905775
1.0018931499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.208127425e-08	335400000	3.0	987.7053082908612
1.0019566750000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.207964199999999e-08	335700000	1.0	988.1205678801183
1.001859075e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.207830925e-08	336000000	23.0	988.5358142530554
1.0019456e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.207708725e-08	336300000	1.0	988.9510474043788
1.001858575e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20755225e-08	336600000	0.0	989.3662673287959
1.0019444499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2074446e-08	336900000	-9.0	989.7814740210147
1.0018726999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2072691e-08	337200000	8.0	990.1966674757431
1.00195485e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.207166425000001e-08	337500000	6.0	990.6118476876917
1.00186825e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2070522e-08	337800000	-6.0	991.0270146515687
1.001766725e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.206924125000001e-08	338100000	1.0	991.4421683620852
1.001903275e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.206777775e-08	338400000	-1.0	991.8573088139519
1.001942025e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2067195e-08	338700000	6.0	992.2724360018816
1.0019809e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.206623575e-08	339000000	3.0	992.6875499205853
1.00187535e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.206489075e-08	339300000	3.0	993.1026505647767
1.001883475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.206361525000001e-08	339600000	3.0	993.5177379291697
1.001913725e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20624165e-08	339900000	0.0	993.9328120084775
1.001864975e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.206102724999999e-08	340200000	5.0	994.3478727974158
1.001922275e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2059752e-08	340500000	14.0	994.7629202906998
1.0018568499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.205864525000001e-08	340800000	-6.0	995.1779544830457
1.0018876e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.205744275e-08	341100000	7.0	995.5929753691698
1.0019024750000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.205606075e-08	341400000	14.0	996.0079829437907
1.0018722e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.205500024999999e-08	341700000	7.0	996.4229772016254
1.0018779499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20540215e-08	342000000	12.0	996.8379581373932
1.001888475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2052771e-08	342300000	23.0	997.252925745813
1.0018752000000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2051485e-08	342600000	0.0	997.6678800216051
1.0019478749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.205038525000001e-08	342900000	3.0	998.0828209594902
1.0018785750000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2049376e-08	343200000	-4.0	998.4977485541895
1.0018394749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20482465e-08	343500000	-11.0	998.9126628004242
1.0018656499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.204708275e-08	343800000	10.0	999.3275636929178
1.001927075e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.204578775e-08	344100000	-7.0	999.7424512263934
1.0018291e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.204476824999999e-08	344400000	13.0	1000.1573253955743
1.0018983500000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20433775e-08	344700000	8.0	1000.5721861951852
1.00192435e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.204227975000001e-08	345000000	24.0	1000.9870336199511
1.001899975e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.204108075e-08	345300000	-4.0	1001.401867664598
1.001842375e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2039745e-08	345600000	14.0	1001.8166883238518
1.00189085e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.203863475e-08	345900000	5.0	1002.2314955924402
1.0018903e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.203758475e-08	346200000	5.0	1002.6462894650905
1.001848325e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.203628974999999e-08	346500000	8.0	1003.0610699365313
1.0019141250000002e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.203524e-08	346800000	17.0	1003.4758370014914
1.0018425e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.203422025e-08	347100000	-2.0	1003.8905906547003
1.00183985e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2032835e-08	347400000	6.0	1004.3053308908882
1.001946525e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2031659e-08	347700000	5.0	1004.7200577047862
1.0018591749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.203066425e-08	348000000	1.0	1005.1347710911259
1.0018519499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.202956274999999e-08	348300000	-1.0	1005.5494710446396
1.0018851e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20289945e-08	348600000	0.0	1005.9641575600594
1.0018968499999998e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.202777550000001e-08	348900000	11.0	1006.3788306321198
1.00192425e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.202715775e-08	349200000	-5.0	1006.7934902555539
1.001881175e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.202506325e-08	349500000	-3.0	1007.2081364250978
1.001869875e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.202459225e-08	349800000	12.0	1007.6227691354852
1.001910225e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.202324250000002e-08	350100000	-2.0	1008.0373883814542
1.0018687e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.202161725e-08	350400000	0.0	1008.4519941577394
1.001884675e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.202063675e-08	350700000	10.0	1008.8665864590799
1.0019277249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.201943950000001e-08	351000000	14.0	1009.2811652802129
1.001905675e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.201834325e-08	351300000	4.0	1009.6957306158772
1.001882325e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20171975e-08	351600000	1.0	1010.1102824608118
1.0018996999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.201615474999999e-08	351900000	-8.0	1010.5248208097573
1.0018036749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2015082e-08	352200000	-17.0	1010.9393456574542
1.001906025e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2013778e-08	352500000	-9.0	1011.3538569986432
1.001922625e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.201279925e-08	352800000	5.0	1011.7683548280669
1.0018399999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.201175125000001e-08	353100000	18.0	1012.1828391404675
1.001830375e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.201044925e-08	353400000	9.0	1012.5973099305882
1.0019025499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2009616e-08	353700000	-3.0	1013.0117671931731
1.0018813749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.2008378e-08	354000000	2.0	1013.4262109229664
1.001873325e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20072625e-08	354300000	-8.0	1013.8406411147139
1.0019025000000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.200623399999999e-08	354600000	2.0	1014.2550577631604
1.001874875e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20050385e-08	354900000	6.0	1014.6694608630532
1.00182355e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20040135e-08	355200000	-4.0	1015.0838504091394
1.0018788999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.200328300000001e-08	355500000	3.0	1015.4982263961665
1.001795675e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.20022265e-08	355800000	2.0	1015.9125888188833
1.001888875e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.200097750000001e-08	356100000	0.0	1016.3269376720378
1.0019151749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.200024025000001e-08	356400000	9.0	1016.7412729503815
1.0018232e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.199892075000001e-08	356700000	13.0	1017.1555946486636
1.0018870499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.199783725e-08	357000000	106.0	1017.5699027616351
1.0018439e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19968955e-08	357300000	3249.0	1017.9841972840491
1.0018407000000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.199613175e-08	357600000	30.0	1018.398478210656
1.0018701e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1994977e-08	357900000	-9.0	1018.8127455362103
1.0019469250000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.199369625e-08	358200000	7.0	1019.2269992554649
1.001831325e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.199269425e-08	358500000	8.0	1019.6412393631746
1.0018347999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19916125e-08	358800000	-2.0	1020.055465854094
1.0019633249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19907015e-08	359100000	8.0	1020.4696787229791
1.00180215e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.198983275e-08	359400000	15.0	1020.8838779645861
1.001848475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19884615e-08	359700000	6.0	1021.2980635736724
1.0019117999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.198773325000001e-08	360000000	6.0	1021.7122355449949
1.001837025e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1986781e-08	360300000	5.0	1022.1263938733117
1.0018769750000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1985644e-08	360600000	9.0	1022.5405385533829
1.001857475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19850115e-08	360900000	15.0	1022.9546695799675
1.001913475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.198422125e-08	361200000	6.0	1023.3687869478255
1.001827075e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.198269375e-08	361500000	22.0	1023.7828906517177
1.00181785e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.198153875000001e-08	361800000	-6.0	1024.1969806864067
1.0018476249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.198077325e-08	362100000	18.0	1024.6110570466537
1.0019368749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.197958825e-08	362400000	6.0	1025.025119727222
1.001870775e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.197861675e-08	362700000	17.0	1025.4391687228756
1.0017960999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.197785825e-08	363000000	2.0	1025.8532040283783
1.0018832750000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.197686875e-08	363300000	26.0	1026.2672256384947
1.001850275e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19757195e-08	363600000	7.0	1026.6812335479906
1.001870575e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1974581e-08	363900000	17.0	1027.0952277516328
1.0018471750000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.197378725e-08	364200000	2223.0	1027.5092082441872
1.0018674e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.197284375e-08	364500000	25.0	1027.9231750204221
1.0018849750000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.197187899999999e-08	364800000	10.0	1028.3371280751057
1.0018449e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19708525e-08	365100000	20.0	1028.7510674030066
1.001860475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.196997325e-08	365400000	17.0	1029.1649929988941
1.001859175e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1969014e-08	365700000	12.0	1029.5789048575389
1.0018487500000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.196803850000001e-08	366000000	15.0	1029.9928029737116
1.001871675e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1967218e-08	366300000	2.0	1030.4066873421837
1.001866925e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.196600475e-08	366600000	19.0	1030.8205579577275
1.00184595e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.196504e-08	366900000	22.0	1031.2344148151162
1.0018652249999998e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1964246e-08	367200000	-2.0	1031.6482579091228
1.001933625e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.196319975e-08	367500000	6.0	1032.0620872345219
1.00186355e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19621605e-08	367800000	14.0	1032.475902786088
1.0018342e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.196117300000001e-08	368100000	6.0	1032.8897045585966
1.001889225e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1960297e-08	368400000	5.0	1033.3034925468244
1.001848975e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.195919225e-08	368700000	3.0	1033.7172667455482
1.001879475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19580485e-08	369000000	0.0	1034.131027149545
1.0018452999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.195704149999999e-08	369300000	13.0	1034.5447737535937
1.00179535e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19559345e-08	369600000	12.0	1034.9585065524725
1.0018798750000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19552505e-08	369900000	-6.0	1035.3722255409614
1.001877825e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.195447275e-08	370200000	4622.0	1035.7859307138406
1.0019266e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1953524e-08	370500000	143.0	1036.199622065891
1.0018714250000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.195271925e-08	370800000	8.0	1036.6132995918938
1.001815075e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19518735e-08	371100000	-2.0	1037.0269632866311
1.001836775e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.195055049999999e-08	371400000	3.0	1037.440613144887
1.0018938e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1949785e-08	371700000	-11.0	1037.8542491614432
1.001847975e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.194887525e-08	372000000	19.0	1038.2678713310859
1.001848475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.194766925e-08	372300000	7.0	1038.681479648599
1.0018580000000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.194679325e-08	372600000	-3.0	1039.095074108768
1.001823775e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19461165e-08	372900000	14.0	1039.5086547063793
1.0018472e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1945017e-08	373200000	30.0	1039.9222214362196
1.001859575e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19439955e-08	373500000	9.0	1040.335774293077
1.0018742750000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.194330099999999e-08	373800000	8.0	1040.7493132717398
1.001848375e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.194245375e-08	374100000	10.0	1041.162838366996
1.001927525e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.194162425e-08	374400000	-7.0	1041.5763495736371
1.00183535e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.194075225e-08	374700000	1.0	1041.9898468864512
1.0019026250000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.193974325e-08	375000000	8.0	1042.403330300231
1.0018405250000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.193879625e-08	375300000	9.0	1042.8167998097667
1.0017909e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.193786e-08	375600000	8.0	1043.230255409852
1.001844875e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1937304e-08	375900000	13.0	1043.6436970952789
1.0018934000000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.193617775e-08	376200000	12.0	1044.057124860842
1.0019097999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.193516174999999e-08	376500000	-12.0	1044.4705387013344
1.001743375e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19344495e-08	376800000	9.0	1044.883938611552
1.00191005e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.193366975000001e-08	377100000	4.0	1045.2973245862906
1.0018284499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1932588e-08	377400000	18.0	1045.7106966203464
1.0018215e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.193180625e-08	377700000	4.0	1046.124054708516
1.001837875e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.193100524999999e-08	378000000	6.0	1046.5373988455976
1.0019399249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.193001225e-08	378300000	7.0	1046.9507290263898
1.001857425e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1929124e-08	378600000	24.0	1047.3640452456912
1.0018076250000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.192817200000001e-08	378900000	0.0	1047.777347498302
1.001863125e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1927641e-08	379200000	-12.0	1048.1906357790224
1.00187215e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19269195e-08	379500000	5.0	1048.6039100826536
1.001802225e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.192558025e-08	379800000	8.0	1049.0171704039974
1.00179825e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.192488375e-08	380100000	-9.0	1049.4304167378561
1.0020318249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19245855e-08	380400000	19.0	1049.8436490790339
1.0017598e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.192343950000001e-08	380700000	-9.0	1050.2568674223335
1.0017661e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.192248549999999e-08	381000000	31.0	1050.670071762559
1.00186265e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19218375e-08	381300000	21.0	1051.0832620945173
1.001932325e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.192053875e-08	381600000	15.0	1051.4964384130128
1.0018333249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.191941625e-08	381900000	9.0	1051.909600712853
1.00187805e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.191871275e-08	382200000	10.0	1052.322748988845
1.0018563750000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.191828125e-08	382500000	2.0	1052.7358832357966
1.001816975e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1917592e-08	382800000	12.0	1053.1490034485162
1.0018198500000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19167925e-08	383100000	6.0	1053.5621096218129
1.0019051e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.191582074999999e-08	383400000	-11.0	1053.9752017504977
1.001875975e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1914698e-08	383700000	1.0	1054.3882798293807
1.0018143e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.191381024999999e-08	384000000	14.0	1054.8013438532732
1.001876375e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19126785e-08	384300000	18.0	1055.2143938169875
1.0018773999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.191187e-08	384600000	13.0	1055.6274297153361
1.00178125e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.191144575e-08	384900000	1.0	1056.0404515431328
1.00183265e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19106055e-08	385200000	6.0	1056.453459295191
1.00194745e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19091455e-08	385500000	3.0	1056.866452966326
1.0019304000000002e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1908266e-08	385800000	5.0	1057.2794325513532
1.0018425e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1907383e-08	386100000	7.0	1057.6923980450888
1.001822425e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19065715e-08	386400000	10.0	1058.1053494423495
1.0017626250000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19058095e-08	386700000	11.0	1058.5182867379528
1.001898275e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19056725e-08	387000000	3.0	1058.9312099267174
1.001785075e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1904802e-08	387300000	-3.0	1059.3441190034619
1.001849075e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.190403999999999e-08	387600000	-13.0	1059.7570139630056
1.001880975e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1903331e-08	387900000	6.0	1060.1698948001692
1.00185955e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.19025285e-08	388200000	2.0	1060.5827615097737
1.0018458499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.190157625e-08	388500000	2.0	1060.9956140866407
1.0017952e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.190079125e-08	388800000	11.0	1061.408452525592
1.00189e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.189972525e-08	389100000	21.0	1061.8212768214516
1.00183895e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1898965e-08	389400000	10.0	1062.234086969043
1.001842725e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.18984445e-08	389700000	11.0	1062.6468829631901
1.0018561e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.189756175e-08	390000000	1.0	1063.059664798718
1.001883e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.189660425e-08	390300000	4.0	1063.4724324704532
1.001880175e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.189588499999999e-08	390600000	-4.0	1063.885185973222
1.001816825e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.18950215e-08	390900000	-13.0	1064.2979253018514
1.001814925e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.189414025e-08	391200000	25.0	1064.7106504511692
1.001850725e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.189357175e-08	391500000	-14.0	1065.123361416004
1.00189485e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.189285775000001e-08	391800000	5.0	1065.5360581911855
1.0018295249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.189207775e-08	392100000	-3.0	1065.9487407715433
1.001855825e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.189110125e-08	392400000	-2.0	1066.3614091519078
1.0018959e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1890252e-08	392700000	12.0	1066.774063327111
1.0017906e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1889641e-08	393000000	4.0	1067.1867032919843
1.0018537e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1889007e-08	393300000	8.0	1067.599329041361
1.001813675e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1888298e-08	393600000	5.0	1068.0119405700746
1.0018804500000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.188748825000001e-08	393900000	14.0	1068.4245378729586
1.001850425e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.188670275000001e-08	394200000	-4.0	1068.8371209448485
1.001784525e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.188599775e-08	394500000	-12.0	1069.2496897805788
1.001866625e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.188498525e-08	394800000	-2.0	1069.662244374987
